ID,Ours,PDDL
763,to pass banana 29 to experimenter_hand 23 \n,(:goal (and (passed banana 29 experimenter_hand 23)))) \n
764,to pass banana 29 to experimenter_hand 24 \n,(:goal (and (passed banana 29 experimenter_hand 24)))) \n
765,to pass banana 29 to experimenter_hand 25 \n,(:goal (and (passed banana 29 experimenter_hand 25)))) \n
766,to pass banana 29 to experimenter_hand 26 \n,(:goal (and (passed banana 29 experimenter_hand 26)))) \n
767,to pass banana 29 to experimenter_hand 27 \n,(:goal (and (passed banana 29 experimenter_hand 27)))) \n
768,to pass banana 29 to experimenter_hand 28 \n,(:goal (and (passed banana 29 experimenter_hand 28)))) \n
769,to pass banana 29 to experimenter_hand 30 \n,(:goal (and (passed banana 29 experimenter_hand 30)))) \n
770,to pass banana 29 to experimenter_hand 31 \n,(:goal (and (passed banana 29 experimenter_hand 31)))) \n
771,to pass banana 29 to experimenter_hand 32 \n,(:goal (and (passed banana 29 experimenter_hand 32)))) \n
772,to pass banana 30 to experimenter_hand 1 \n,(:goal (and (passed banana 30 experimenter_hand 1)))) \n
773,to pass banana 30 to experimenter_hand 2 \n,(:goal (and (passed banana 30 experimenter_hand 2)))) \n
774,to pass banana 30 to experimenter_hand 4 \n,(:goal (and (passed banana 30 experimenter_hand 4)))) \n
775,to pass banana 30 to experimenter_hand 7 \n,(:goal (and (passed banana 30 experimenter_hand 7)))) \n
776,to pass banana 30 to experimenter_hand 8 \n,(:goal (and (passed banana 30 experimenter_hand 8)))) \n
777,to pass banana 30 to experimenter_hand 9 \n,(:goal (and (passed banana 30 experimenter_hand 9)))) \n
778,to pass banana 30 to experimenter_hand 10 \n,(:goal (and (passed banana 30 experimenter_hand 10)))) \n
779,to pass banana 30 to experimenter_hand 11 \n,(:goal (and (passed banana 30 experimenter_hand 11)))) \n
780,to pass banana 30 to experimenter_hand 13 \n,(:goal (and (passed banana 30 experimenter_hand 13)))) \n
781,to pass banana 30 to experimenter_hand 15 \n,(:goal (and (passed banana 30 experimenter_hand 15)))) \n
782,to pass banana 30 to experimenter_hand 17 \n,(:goal (and (passed banana 30 experimenter_hand 17)))) \n
783,to pass banana 30 to experimenter_hand 18 \n,(:goal (and (passed banana 30 experimenter_hand 18)))) \n
784,to pass banana 30 to experimenter_hand 19 \n,(:goal (and (passed banana 30 experimenter_hand 19)))) \n
785,to pass banana 30 to experimenter_hand 20 \n,(:goal (and (passed banana 30 experimenter_hand 20)))) \n
786,to pass banana 30 to experimenter_hand 21 \n,(:goal (and (passed banana 30 experimenter_hand 21)))) \n
787,to pass banana 30 to experimenter_hand 22 \n,(:goal (and (passed banana 30 experimenter_hand 22)))) \n
788,to pass banana 30 to experimenter_hand 23 \n,(:goal (and (passed banana 30 experimenter_hand 23)))) \n
789,to pass banana 30 to experimenter_hand 24 \n,(:goal (and (passed banana 30 experimenter_hand 24)))) \n
790,to pass banana 30 to experimenter_hand 25 \n,(:goal (and (passed banana 30 experimenter_hand 25)))) \n
791,to pass banana 30 to experimenter_hand 26 \n,(:goal (and (passed banana 30 experimenter_hand 26)))) \n
792,to pass banana 30 to experimenter_hand 27 \n,(:goal (and (passed banana 30 experimenter_hand 27)))) \n
793,to pass banana 30 to experimenter_hand 28 \n,(:goal (and (passed banana 30 experimenter_hand 28)))) \n
794,to pass banana 30 to experimenter_hand 29 \n,(:goal (and (passed banana 30 experimenter_hand 29)))) \n
795,to pass banana 30 to experimenter_hand 31 \n,(:goal (and (passed banana 30 experimenter_hand 31)))) \n
796,to pass banana 30 to experimenter_hand 32 \n,(:goal (and (passed banana 30 experimenter_hand 32)))) \n
797,to pass banana 31 to experimenter_hand 4 \n,(:goal (and (passed banana 31 experimenter_hand 4)))) \n
798,to pass banana 31 to experimenter_hand 5 \n,(:goal (and (passed banana 31 experimenter_hand 5)))) \n
799,to pass banana 31 to experimenter_hand 7 \n,(:goal (and (passed banana 31 experimenter_hand 7)))) \n
800,to pass banana 31 to experimenter_hand 8 \n,(:goal (and (passed banana 31 experimenter_hand 8)))) \n
801,to pass banana 31 to experimenter_hand 9 \n,(:goal (and (passed banana 31 experimenter_hand 9)))) \n
802,to pass banana 31 to experimenter_hand 10 \n,(:goal (and (passed banana 31 experimenter_hand 10)))) \n
803,to pass banana 31 to experimenter_hand 11 \n,(:goal (and (passed banana 31 experimenter_hand 11)))) \n
804,to pass banana 31 to experimenter_hand 12 \n,(:goal (and (passed banana 31 experimenter_hand 12)))) \n
805,to pass banana 31 to experimenter_hand 13 \n,(:goal (and (passed banana 31 experimenter_hand 13)))) \n
806,to pass banana 31 to experimenter_hand 14 \n,(:goal (and (passed banana 31 experimenter_hand 14)))) \n
807,to pass banana 31 to experimenter_hand 16 \n,(:goal (and (passed banana 31 experimenter_hand 16)))) \n
808,to pass banana 31 to experimenter_hand 17 \n,(:goal (and (passed banana 31 experimenter_hand 17)))) \n
809,to pass banana 31 to experimenter_hand 18 \n,(:goal (and (passed banana 31 experimenter_hand 18)))) \n
810,to pass banana 31 to experimenter_hand 19 \n,(:goal (and (passed banana 31 experimenter_hand 19)))) \n
811,to pass banana 31 to experimenter_hand 20 \n,(:goal (and (passed banana 31 experimenter_hand 20)))) \n
812,to pass banana 31 to experimenter_hand 21 \n,(:goal (and (passed banana 31 experimenter_hand 21)))) \n
813,to pass banana 31 to experimenter_hand 22 \n,(:goal (and (passed banana 31 experimenter_hand 22)))) \n
814,to pass banana 31 to experimenter_hand 24 \n,(:goal (and (passed banana 31 experimenter_hand 24)))) \n
815,to pass banana 31 to experimenter_hand 25 \n,(:goal (and (passed banana 31 experimenter_hand 25)))) \n
816,to pass banana 31 to experimenter_hand 26 \n,(:goal (and (passed banana 31 experimenter_hand 26)))) \n
817,to pass banana 31 to experimenter_hand 27 \n,(:goal (and (passed banana 31 experimenter_hand 27)))) \n
818,to pass banana 31 to experimenter_hand 28 \n,(:goal (and (passed banana 31 experimenter_hand 28)))) \n
819,to pass banana 31 to experimenter_hand 29 \n,(:goal (and (passed banana 31 experimenter_hand 29)))) \n
820,to pass banana 31 to experimenter_hand 30 \n,(:goal (and (passed banana 31 experimenter_hand 30)))) \n
821,to pass banana 31 to experimenter_hand 32 \n,(:goal (and (passed banana 31 experimenter_hand 32)))) \n
822,to pass banana 32 to experimenter_hand 1 \n,(:goal (and (passed banana 32 experimenter_hand 1)))) \n
823,to pass banana 32 to experimenter_hand 2 \n,(:goal (and (passed banana 32 experimenter_hand 2)))) \n
824,to pass banana 32 to experimenter_hand 3 \n,(:goal (and (passed banana 32 experimenter_hand 3)))) \n
825,to pass banana 32 to experimenter_hand 4 \n,(:goal (and (passed banana 32 experimenter_hand 4)))) \n
826,to pass banana 32 to experimenter_hand 5 \n,(:goal (and (passed banana 32 experimenter_hand 5)))) \n
827,to pass banana 32 to experimenter_hand 6 \n,(:goal (and (passed banana 32 experimenter_hand 6)))) \n
828,to pass banana 32 to experimenter_hand 7 \n,(:goal (and (passed banana 32 experimenter_hand 7)))) \n
829,to pass banana 32 to experimenter_hand 8 \n,(:goal (and (passed banana 32 experimenter_hand 8)))) \n
830,to pass banana 32 to experimenter_hand 9 \n,(:goal (and (passed banana 32 experimenter_hand 9)))) \n
831,to pass banana 32 to experimenter_hand 10 \n,(:goal (and (passed banana 32 experimenter_hand 10)))) \n
832,to pass banana 32 to experimenter_hand 11 \n,(:goal (and (passed banana 32 experimenter_hand 11)))) \n
833,to pass banana 32 to experimenter_hand 12 \n,(:goal (and (passed banana 32 experimenter_hand 12)))) \n
834,to pass banana 32 to experimenter_hand 13 \n,(:goal (and (passed banana 32 experimenter_hand 13)))) \n
835,to pass banana 32 to experimenter_hand 14 \n,(:goal (and (passed banana 32 experimenter_hand 14)))) \n
836,to pass banana 32 to experimenter_hand 15 \n,(:goal (and (passed banana 32 experimenter_hand 15)))) \n
837,to pass banana 32 to experimenter_hand 16 \n,(:goal (and (passed banana 32 experimenter_hand 16)))) \n
838,to pass banana 32 to experimenter_hand 17 \n,(:goal (and (passed banana 32 experimenter_hand 17)))) \n
839,to pass banana 32 to experimenter_hand 18 \n,(:goal (and (passed banana 32 experimenter_hand 18)))) \n
840,to pass banana 32 to experimenter_hand 19 \n,(:goal (and (passed banana 32 experimenter_hand 19)))) \n
841,to pass banana 32 to experimenter_hand 20 \n,(:goal (and (passed banana 32 experimenter_hand 20)))) \n
842,to pass banana 32 to experimenter_hand 21 \n,(:goal (and (passed banana 32 experimenter_hand 21)))) \n
843,to pass banana 32 to experimenter_hand 22 \n,(:goal (and (passed banana 32 experimenter_hand 22)))) \n
844,to pass banana 32 to experimenter_hand 23 \n,(:goal (and (passed banana 32 experimenter_hand 23)))) \n
845,to pass banana 32 to experimenter_hand 24 \n,(:goal (and (passed banana 32 experimenter_hand 24)))) \n
846,to pass banana 32 to experimenter_hand 25 \n,(:goal (and (passed banana 32 experimenter_hand 25)))) \n
847,to pass banana 32 to experimenter_hand 26 \n,(:goal (and (passed banana 32 experimenter_hand 26)))) \n
848,to pass banana 32 to experimenter_hand 27 \n,(:goal (and (passed banana 32 experimenter_hand 27)))) \n
849,to pass banana 32 to experimenter_hand 29 \n,(:goal (and (passed banana 32 experimenter_hand 29)))) \n
850,to pass banana 32 to experimenter_hand 30 \n,(:goal (and (passed banana 32 experimenter_hand 30)))) \n
851,to pass banana 32 to experimenter_hand 31 \n,(:goal (and (passed banana 32 experimenter_hand 31)))) \n
852,to pass bowl 1 to experimenter_hand 3 \n,(:goal (and (passed bowl 1 experimenter_hand 3)))) \n
853,to pass bowl 1 to experimenter_hand 4 \n,(:goal (and (passed bowl 1 experimenter_hand 4)))) \n
854,to pass bowl 1 to experimenter_hand 5 \n,(:goal (and (passed bowl 1 experimenter_hand 5)))) \n
855,to pass bowl 1 to experimenter_hand 6 \n,(:goal (and (passed bowl 1 experimenter_hand 6)))) \n
856,to pass bowl 1 to experimenter_hand 7 \n,(:goal (and (passed bowl 1 experimenter_hand 7)))) \n
857,to pass bowl 1 to experimenter_hand 9 \n,(:goal (and (passed bowl 1 experimenter_hand 9)))) \n
858,to pass bowl 1 to experimenter_hand 10 \n,(:goal (and (passed bowl 1 experimenter_hand 10)))) \n
859,to pass bowl 1 to experimenter_hand 12 \n,(:goal (and (passed bowl 1 experimenter_hand 12)))) \n
860,to pass bowl 1 to experimenter_hand 13 \n,(:goal (and (passed bowl 1 experimenter_hand 13)))) \n
861,to pass bowl 1 to experimenter_hand 14 \n,(:goal (and (passed bowl 1 experimenter_hand 14)))) \n
862,to pass bowl 1 to experimenter_hand 15 \n,(:goal (and (passed bowl 1 experimenter_hand 15)))) \n
863,to pass bowl 1 to experimenter_hand 16 \n,(:goal (and (passed bowl 1 experimenter_hand 16)))) \n
864,to pass bowl 1 to experimenter_hand 17 \n,(:goal (and (passed bowl 1 experimenter_hand 17)))) \n
865,to pass bowl 1 to experimenter_hand 18 \n,(:goal (and (passed bowl 1 experimenter_hand 18)))) \n
866,to pass bowl 1 to experimenter_hand 19 \n,(:goal (and (passed bowl 1 experimenter_hand 19)))) \n
867,to pass bowl 1 to experimenter_hand 20 \n,(:goal (and (passed bowl 1 experimenter_hand 20)))) \n
868,to pass bowl 1 to experimenter_hand 21 \n,(:goal (and (passed bowl 1 experimenter_hand 21)))) \n
869,to pass bowl 1 to experimenter_hand 22 \n,(:goal (and (passed bowl 1 experimenter_hand 22)))) \n
870,to pass bowl 1 to experimenter_hand 23 \n,(:goal (and (passed bowl 1 experimenter_hand 23)))) \n
871,to pass bowl 1 to experimenter_hand 24 \n,(:goal (and (passed bowl 1 experimenter_hand 24)))) \n
872,to pass bowl 1 to experimenter_hand 25 \n,(:goal (and (passed bowl 1 experimenter_hand 25)))) \n
873,to pass bowl 1 to experimenter_hand 26 \n,(:goal (and (passed bowl 1 experimenter_hand 26)))) \n
874,to pass bowl 1 to experimenter_hand 27 \n,(:goal (and (passed bowl 1 experimenter_hand 27)))) \n
875,to pass bowl 1 to experimenter_hand 28 \n,(:goal (and (passed bowl 1 experimenter_hand 28)))) \n
876,to pass bowl 1 to experimenter_hand 29 \n,(:goal (and (passed bowl 1 experimenter_hand 29)))) \n
877,to pass bowl 1 to experimenter_hand 30 \n,(:goal (and (passed bowl 1 experimenter_hand 30)))) \n
878,to pass bowl 1 to experimenter_hand 31 \n,(:goal (and (passed bowl 1 experimenter_hand 31)))) \n
879,to pass bowl 1 to experimenter_hand 32 \n,(:goal (and (passed bowl 1 experimenter_hand 32)))) \n
880,to pass bowl 2 to experimenter_hand 1 \n,(:goal (and (passed bowl 2 experimenter_hand 1)))) \n
881,to pass bowl 2 to experimenter_hand 3 \n,(:goal (and (passed bowl 2 experimenter_hand 3)))) \n
882,to pass bowl 2 to experimenter_hand 4 \n,(:goal (and (passed bowl 2 experimenter_hand 4)))) \n
883,to pass bowl 2 to experimenter_hand 5 \n,(:goal (and (passed bowl 2 experimenter_hand 5)))) \n
884,to pass bowl 2 to experimenter_hand 6 \n,(:goal (and (passed bowl 2 experimenter_hand 6)))) \n
885,to pass bowl 2 to experimenter_hand 7 \n,(:goal (and (passed bowl 2 experimenter_hand 7)))) \n
886,to pass bowl 2 to experimenter_hand 8 \n,(:goal (and (passed bowl 2 experimenter_hand 8)))) \n
887,to pass bowl 2 to experimenter_hand 9 \n,(:goal (and (passed bowl 2 experimenter_hand 9)))) \n
888,to pass bowl 2 to experimenter_hand 10 \n,(:goal (and (passed bowl 2 experimenter_hand 10)))) \n
889,to pass bowl 2 to experimenter_hand 11 \n,(:goal (and (passed bowl 2 experimenter_hand 11)))) \n
890,to pass bowl 2 to experimenter_hand 12 \n,(:goal (and (passed bowl 2 experimenter_hand 12)))) \n
891,to pass bowl 2 to experimenter_hand 13 \n,(:goal (and (passed bowl 2 experimenter_hand 13)))) \n
892,to pass bowl 2 to experimenter_hand 14 \n,(:goal (and (passed bowl 2 experimenter_hand 14)))) \n
893,to pass bowl 2 to experimenter_hand 15 \n,(:goal (and (passed bowl 2 experimenter_hand 15)))) \n
894,to pass bowl 2 to experimenter_hand 16 \n,(:goal (and (passed bowl 2 experimenter_hand 16)))) \n
895,to pass bowl 2 to experimenter_hand 17 \n,(:goal (and (passed bowl 2 experimenter_hand 17)))) \n
896,to pass bowl 2 to experimenter_hand 18 \n,(:goal (and (passed bowl 2 experimenter_hand 18)))) \n
897,to pass bowl 2 to experimenter_hand 19 \n,(:goal (and (passed bowl 2 experimenter_hand 19)))) \n
898,to pass bowl 2 to experimenter_hand 20 \n,(:goal (and (passed bowl 2 experimenter_hand 20)))) \n
899,to pass bowl 2 to experimenter_hand 21 \n,(:goal (and (passed bowl 2 experimenter_hand 21)))) \n
900,to pass bowl 2 to experimenter_hand 22 \n,(:goal (and (passed bowl 2 experimenter_hand 22)))) \n
901,to pass bowl 2 to experimenter_hand 24 \n,(:goal (and (passed bowl 2 experimenter_hand 24)))) \n
902,to pass bowl 2 to experimenter_hand 25 \n,(:goal (and (passed bowl 2 experimenter_hand 25)))) \n
903,to pass bowl 2 to experimenter_hand 26 \n,(:goal (and (passed bowl 2 experimenter_hand 26)))) \n
904,to pass bowl 2 to experimenter_hand 27 \n,(:goal (and (passed bowl 2 experimenter_hand 27)))) \n
905,to pass bowl 2 to experimenter_hand 28 \n,(:goal (and (passed bowl 2 experimenter_hand 28)))) \n
906,to pass bowl 2 to experimenter_hand 29 \n,(:goal (and (passed bowl 2 experimenter_hand 29)))) \n
907,to pass bowl 2 to experimenter_hand 30 \n,(:goal (and (passed bowl 2 experimenter_hand 30)))) \n
908,to pass bowl 2 to experimenter_hand 31 \n,(:goal (and (passed bowl 2 experimenter_hand 31)))) \n
909,to pass bowl 2 to experimenter_hand 32 \n,(:goal (and (passed bowl 2 experimenter_hand 32)))) \n
910,to pass bowl 3 to experimenter_hand 1 \n,(:goal (and (passed bowl 3 experimenter_hand 1)))) \n
911,to pass bowl 3 to experimenter_hand 4 \n,(:goal (and (passed bowl 3 experimenter_hand 4)))) \n
912,to pass bowl 3 to experimenter_hand 5 \n,(:goal (and (passed bowl 3 experimenter_hand 5)))) \n
913,to pass bowl 3 to experimenter_hand 6 \n,(:goal (and (passed bowl 3 experimenter_hand 6)))) \n
914,to pass bowl 3 to experimenter_hand 7 \n,(:goal (and (passed bowl 3 experimenter_hand 7)))) \n
915,to pass bowl 3 to experimenter_hand 8 \n,(:goal (and (passed bowl 3 experimenter_hand 8)))) \n
916,to pass bowl 3 to experimenter_hand 9 \n,(:goal (and (passed bowl 3 experimenter_hand 9)))) \n
917,to pass bowl 3 to experimenter_hand 10 \n,(:goal (and (passed bowl 3 experimenter_hand 10)))) \n
918,to pass bowl 3 to experimenter_hand 11 \n,(:goal (and (passed bowl 3 experimenter_hand 11)))) \n
919,to pass bowl 3 to experimenter_hand 12 \n,(:goal (and (passed bowl 3 experimenter_hand 12)))) \n
920,to pass bowl 3 to experimenter_hand 13 \n,(:goal (and (passed bowl 3 experimenter_hand 13)))) \n
921,to pass bowl 3 to experimenter_hand 14 \n,(:goal (and (passed bowl 3 experimenter_hand 14)))) \n
922,to pass bowl 3 to experimenter_hand 15 \n,(:goal (and (passed bowl 3 experimenter_hand 15)))) \n
923,to pass bowl 3 to experimenter_hand 16 \n,(:goal (and (passed bowl 3 experimenter_hand 16)))) \n
924,to pass bowl 3 to experimenter_hand 17 \n,(:goal (and (passed bowl 3 experimenter_hand 17)))) \n
925,to pass bowl 3 to experimenter_hand 20 \n,(:goal (and (passed bowl 3 experimenter_hand 20)))) \n
926,to pass bowl 3 to experimenter_hand 21 \n,(:goal (and (passed bowl 3 experimenter_hand 21)))) \n
